46.101.87.21,8080
84.23.107.195,8080
23.253.208.241,80
110.164.15.153,8080
110.164.15.184,8080
86.126.94.242,3128
123.193.55.82,21320
108.61.217.63,8080
66.76.24.115,3128
87.98.156.215,3128
94.141.101.51,8080
119.14.59.234,8088
79.165.50.14,4444
162.243.153.85,80
50.76.49.97,4444
52.30.174.130,80
159.203.71.65,80
119.247.182.18,6588
52.90.253.36,3128
83.128.112.158,80
